Date,Time,East Midlands,East of England,London,North East,North West & Merseyside,South East,South West,West Midlands,Yorkshire & Humberside
02/04/2017,07:00:00,2.85,15.13,12.61,4.24,4.03,8.65,11.03,4.73,2.966666667
02/04/2017,08:00:00,3.53,14.50,11.49,3.39,3.74,8.94,8.70,5.80,3.95
02/04/2017,09:00:00,4.63,13.08,10.71,2.75,5.33,9.33,8.27,5.80,3.1
02/04/2017,10:00:00,4.15,13.10,8.90,3.80,4.20,8.07,5.63,6.70,5.06
02/04/2017,11:00:00,2.18,11.50,8.89,3.49,5.05,8.95,5.33,5.20,4.5
02/04/2017,12:00:00,6.03,12.13,8.49,5.22,5.03,9.49,3.37,8.62,3.3
02/04/2017,13:00:00,5.55,10.68,8.63,3.85,3.56,9.01,5.17,8.35,3.3
02/04/2017,14:00:00,6.23,10.30,9.62,2.45,4.94,7.03,5.07,11.16,4.45
02/04/2017,15:00:00,6.68,8.90,7.80,1.83,4.83,8.86,3.83,8.70,3.566666667
02/04/2017,16:00:00,6.30,8.45,6.67,3.03,5.16,7.79,3.17,11.13,5.183333333
02/04/2017,17:00:00,7.60,9.30,7.68,3.21,4.41,7.40,5.07,11.23,4.966666667
02/04/2017,18:00:00,8.23,9.78,8.73,3.94,4.31,7.79,6.83,11.15,7
02/04/2017,19:00:00,9.28,11.85,8.27,5.50,6.11,9.48,9.63,11.33,5.933333333
02/04/2017,20:00:00,14.43,17.30,11.28,5.89,7.61,14.14,8.47,13.15,10.53333333
02/04/2017,21:00:00,20.00,18.48,12.81,10.47,13.78,16.94,11.43,35.38,11.2
02/04/2017,22:00:00,17.60,21.58,14.73,8.40,17.59,17.00,13.63,25.57,12.23333333
02/04/2017,23:00:00,12.48,17.50,18.89,8.83,16.20,19.45,12.10,20.73,12.18333333
02/04/2017,24:00:00,11.30,18.50,18.97,6.84,16.91,17.97,12.83,19.52,10.85
03/04/2017,01:00:00,10.00,21.65,20.48,10.48,15.63,17.21,11.97,16.53,11.81666667
03/04/2017,02:00:00,11.70,23.58,23.48,12.67,13.41,17.17,12.27,16.82,12.23333333
03/04/2017,03:00:00,13.73,23.28,24.86,15.07,12.14,17.37,15.20,15.18,16.5
03/04/2017,04:00:00,13.58,18.18,23.54,17.15,10.63,15.08,13.83,15.27,17.15
03/04/2017,05:00:00,12.83,17.80,25.06,17.27,10.19,14.40,10.20,14.97,21.01666667
03/04/2017,06:00:00,16.55,16.68,25.88,19.61,10.85,13.36,8.93,17.12,22.13333333
03/04/2017,07:00:00,19.95,15.93,29.11,22.64,11.38,17.18,11.33,20.13,26.38333333
03/04/2017,08:00:00,20.30,19.80,33.22,22.49,11.64,18.75,11.43,15.92,27.98333333
03/04/2017,09:00:00,12.25,20.63,29.43,18.22,10.58,18.02,6.37,12.05,22.86666667
03/04/2017,10:00:00,9.35,21.88,22.60,15.43,8.30,12.39,7.00,7.57,17.91666667
03/04/2017,11:00:00,8.13,18.75,12.01,14.16,6.33,11.95,8.37,5.67,9.7
03/04/2017,12:00:00,5.48,19.20,12.34,11.26,5.65,12.47,8.97,6.95,8.1
03/04/2017,13:00:00,6.15,19.68,14.30,9.06,4.68,12.19,9.27,6.58,8.6
03/04/2017,14:00:00,6.78,16.90,12.51,6.45,4.25,10.82,6.70,6.96,8.48
03/04/2017,15:00:00,8.60,13.95,9.39,7.47,6.26,10.03,6.73,8.72,7.58
03/04/2017,16:00:00,7.20,12.23,9.51,7.44,6.29,9.60,8.17,8.56,6.96
03/04/2017,17:00:00,8.65,13.70,9.58,8.90,6.71,9.94,7.07,8.68,6.32
03/04/2017,18:00:00,9.78,15.25,9.05,8.74,6.73,10.47,7.33,8.30,7.6
03/04/2017,19:00:00,10.85,14.43,8.27,9.07,6.99,11.87,9.27,8.26,9.18
03/04/2017,20:00:00,12.25,19.45,12.62,9.10,8.04,15.49,8.97,10.12,9.48
03/04/2017,21:00:00,12.43,20.30,16.27,8.48,7.13,19.26,6.60,10.86,12.22
03/04/2017,22:00:00,13.95,18.78,16.89,11.31,6.49,16.58,6.00,9.88,11.43333333
03/04/2017,23:00:00,12.48,18.18,15.83,7.93,5.70,15.86,5.33,11.02,11.91666667
03/04/2017,24:00:00,12.88,19.90,16.20,7.88,5.94,14.81,4.13,10.48,10.95
04/04/2017,01:00:00,13.63,20.25,16.48,6.25,4.97,15.21,2.70,10.82,10.08333333
04/04/2017,02:00:00,13.10,20.68,16.71,6.73,4.97,12.50,2.33,11.32,7.716666667
04/04/2017,03:00:00,10.85,21.38,15.68,3.93,3.57,11.97,5.13,11.16,8.6
04/04/2017,04:00:00,11.25,21.90,16.65,3.83,4.69,9.46,4.37,10.14,8.433333333
04/04/2017,05:00:00,11.83,21.93,17.56,3.94,5.79,10.48,4.33,8.32,8.183333333
04/04/2017,06:00:00,10.85,21.48,18.39,4.74,6.15,10.46,4.07,10.14,11.48333333
04/04/2017,07:00:00,11.55,22.45,17.72,3.65,6.48,10.50,5.83,10.34,9.966666667
04/04/2017,08:00:00,10.40,21.23,17.65,3.22,6.95,12.56,7.17,10.64,8.533333333
04/04/2017,09:00:00,9.28,19.55,15.84,3.92,8.45,12.32,7.40,8.82,7.466666667
04/04/2017,10:00:00,9.28,14.53,11.75,3.40,6.04,10.29,3.67,8.50,5.116666667
04/04/2017,11:00:00,9.45,12.23,7.94,4.91,7.46,8.16,3.80,11.18,5.966666667
04/04/2017,12:00:00,12.78,10.95,7.48,6.83,7.93,6.97,2.93,10.52,5.666666667
04/04/2017,13:00:00,11.40,8.23,7.71,6.10,7.09,6.82,6.57,10.20,7.9
04/04/2017,14:00:00,10.33,13.10,6.83,6.78,8.03,7.77,8.20,9.96,7.4
04/04/2017,15:00:00,9.50,11.75,8.08,6.15,6.98,9.34,5.93,10.60,8.966666667
04/04/2017,16:00:00,9.98,11.33,11.62,7.66,6.16,9.11,7.97,10.34,10.66666667
04/04/2017,17:00:00,10.35,11.05,12.40,7.81,6.01,10.83,7.40,8.78,10.13333333
04/04/2017,18:00:00,10.70,11.25,14.04,6.33,5.29,11.80,8.60,11.08,8.533333333
04/04/2017,19:00:00,8.48,13.60,16.27,7.70,5.61,12.65,7.13,9.53,7.733333333
04/04/2017,20:00:00,7.60,15.93,13.81,6.84,7.21,13.67,6.60,10.23,7.7
04/04/2017,21:00:00,7.60,13.43,9.60,4.96,8.68,16.88,9.37,9.10,7.716666667
04/04/2017,22:00:00,8.73,11.25,10.58,5.26,6.03,11.48,4.53,8.78,4.416666667
04/04/2017,23:00:00,5.58,9.23,12.11,4.23,6.71,10.07,6.10,8.70,4.033333333
04/04/2017,24:00:00,7.30,7.90,10.83,4.08,4.75,9.95,6.43,8.28,4.466666667
05/04/2017,01:00:00,5.95,9.13,11.93,4.86,6.18,9.33,5.53,8.65,3.966666667
05/04/2017,02:00:00,8.40,9.58,10.28,4.85,3.94,9.27,2.93,8.73,4.166666667
05/04/2017,03:00:00,7.75,9.65,8.62,4.89,4.85,8.91,7.00,8.83,2.883333333
05/04/2017,04:00:00,7.63,8.73,7.59,6.37,4.85,11.05,7.43,8.38,3.2
05/04/2017,05:00:00,4.08,10.63,8.13,3.42,4.25,10.30,7.50,7.60,3.933333333
05/04/2017,06:00:00,8.93,11.30,8.60,6.05,5.48,11.31,7.90,8.55,3.9
05/04/2017,07:00:00,11.48,11.83,9.90,6.02,5.60,10.66,7.60,9.05,6.266666667
05/04/2017,08:00:00,8.23,14.63,10.40,5.34,5.84,9.50,7.10,8.90,6.016666667
05/04/2017,09:00:00,8.20,9.65,11.04,4.74,6.14,7.97,6.37,6.38,7.116666667
05/04/2017,10:00:00,8.00,8.78,8.56,3.69,4.61,8.18,8.03,7.28,7
05/04/2017,11:00:00,8.23,9.73,9.43,3.14,5.05,7.10,6.20,8.10,6.633333333
05/04/2017,12:00:00,8.78,9.95,10.34,3.49,4.89,8.08,7.97,9.98,5.766666667
05/04/2017,13:00:00,7.18,10.85,11.25,7.87,4.80,9.47,8.80,10.38,6.25
05/04/2017,14:00:00,5.70,12.48,11.74,6.58,3.63,9.49,6.40,9.13,6.5
05/04/2017,15:00:00,5.05,12.65,12.54,6.78,2.34,12.38,8.30,5.83,6.166666667
05/04/2017,16:00:00,5.55,11.45,12.28,6.06,3.89,11.64,7.17,7.90,7.516666667
05/04/2017,17:00:00,5.38,12.08,11.17,5.69,4.94,9.71,7.30,8.75,7.75
05/04/2017,18:00:00,4.88,10.80,11.39,6.44,4.53,10.97,7.10,6.73,7.883333333
05/04/2017,19:00:00,5.70,11.70,8.79,10.05,5.28,10.84,6.40,9.30,5.533333333
05/04/2017,20:00:00,8.30,10.78,8.84,12.38,5.09,12.74,4.87,9.23,7.05
05/04/2017,21:00:00,7.90,11.10,8.39,16.12,5.83,12.69,5.27,7.15,8.05
05/04/2017,22:00:00,7.00,10.28,7.83,12.74,6.26,10.46,4.83,5.68,7.383333333
05/04/2017,23:00:00,6.58,10.43,7.63,5.04,7.51,10.13,4.37,6.84,7.283333333
05/04/2017,24:00:00,7.75,10.73,7.81,6.13,7.76,9.47,4.60,7.46,7.433333333
06/04/2017,01:00:00,9.28,10.03,7.11,6.01,6.31,9.10,5.03,7.20,6.616666667
06/04/2017,02:00:00,8.25,10.30,9.37,4.90,7.94,9.53,5.60,7.82,8.566666667
06/04/2017,03:00:00,9.48,9.75,10.07,5.33,6.54,10.31,3.03,10.00,7.683333333
06/04/2017,04:00:00,8.75,11.53,10.08,4.40,10.79,10.36,3.67,10.54,6.983333333
06/04/2017,05:00:00,8.75,13.10,12.34,2.96,9.01,10.86,7.20,11.30,7.533333333
06/04/2017,06:00:00,11.65,14.33,15.26,5.06,9.81,13.93,8.40,12.38,9.85
06/04/2017,07:00:00,12.98,18.35,16.29,5.72,10.81,15.32,9.47,12.82,10.35
06/04/2017,08:00:00,15.40,18.18,19.70,3.11,11.84,17.18,9.47,13.18,11.88333333
06/04/2017,09:00:00,14.30,16.30,21.40,3.50,9.13,17.71,10.50,15.98,10.6
06/04/2017,10:00:00,13.18,14.70,18.54,2.43,4.06,17.04,8.33,16.62,8.183333333
06/04/2017,11:00:00,10.78,13.28,15.70,2.74,4.28,17.98,11.20,14.98,6.683333333
06/04/2017,12:00:00,8.25,15.33,16.31,2.73,4.24,17.72,9.57,14.56,4.983333333
06/04/2017,13:00:00,8.25,14.95,19.14,5.03,4.81,18.16,9.00,11.06,6.433333333
06/04/2017,14:00:00,10.48,16.65,21.63,4.91,4.19,16.83,8.83,11.44,5.366666667
06/04/2017,15:00:00,10.55,16.70,19.90,5.57,3.93,17.23,9.43,11.52,5.516666667
06/04/2017,16:00:00,8.75,15.68,20.77,3.82,3.86,17.52,11.00,12.12,5.466666667
06/04/2017,17:00:00,8.55,19.03,20.93,3.88,4.53,19.03,10.30,13.70,4.616666667
06/04/2017,18:00:00,8.50,20.00,22.90,4.20,3.81,18.07,11.17,12.38,5.316666667
06/04/2017,19:00:00,9.10,18.78,22.46,2.42,4.73,18.52,10.37,11.10,4.733333333
06/04/2017,20:00:00,8.25,18.40,23.10,4.27,5.11,20.76,8.70,12.46,5.2
06/04/2017,21:00:00,8.05,20.98,22.68,3.78,7.04,20.58,8.60,12.22,4.75
06/04/2017,22:00:00,7.93,21.15,20.52,4.33,6.84,22.31,7.50,11.22,4.55
06/04/2017,23:00:00,8.03,20.68,19.90,4.02,5.84,23.30,8.90,9.48,4.8
06/04/2017,24:00:00,7.50,20.20,19.35,2.71,5.06,22.54,6.73,11.72,6.15
07/04/2017,01:00:00,6.68,19.83,20.29,1.79,4.93,22.97,8.70,10.86,6.75
07/04/2017,02:00:00,8.10,19.43,20.24,1.99,5.69,22.39,8.90,10.00,6.066666667
07/04/2017,03:00:00,11.85,18.13,19.09,2.21,4.85,20.86,10.23,11.38,6.883333333
07/04/2017,04:00:00,13.93,18.73,17.90,0.57,4.73,19.78,9.27,10.98,7.316666667
07/04/2017,05:00:00,13.55,18.88,18.46,1.80,5.30,21.46,12.10,11.76,6.583333333
07/04/2017,06:00:00,11.33,19.48,17.70,3.20,5.74,23.80,14.57,13.86,7.183333333
07/04/2017,07:00:00,14.23,21.45,19.98,-0.01,7.24,25.24,14.60,13.60,7.033333333
07/04/2017,08:00:00,14.43,18.55,16.96,0.17,7.10,23.48,16.33,14.04,6.183333333
07/04/2017,09:00:00,14.40,15.08,13.22,-0.04,6.89,17.70,15.83,13.28,5.25
07/04/2017,10:00:00,11.85,10.85,13.30,3.51,6.64,19.16,16.27,12.76,5.283333333
07/04/2017,11:00:00,14.10,11.88,13.32,0.87,5.76,21.54,14.97,11.76,4.45
07/04/2017,12:00:00,13.23,14.00,17.52,2.79,7.24,19.82,17.43,13.62,5.4
07/04/2017,13:00:00,14.20,16.18,19.24,4.43,7.03,23.05,17.43,14.14,4.383333333
07/04/2017,14:00:00,13.50,17.00,20.02,4.99,7.25,22.58,18.87,15.90,6.683333333
07/04/2017,15:00:00,12.65,16.55,19.28,5.62,7.36,24.09,20.07,16.98,7.5
07/04/2017,16:00:00,13.95,16.00,20.43,5.74,8.44,23.51,20.33,14.50,7.433333333
07/04/2017,17:00:00,14.83,17.55,21.41,8.90,8.65,25.80,18.60,15.88,8.7
07/04/2017,18:00:00,15.30,16.98,22.72,19.84,7.99,25.92,17.63,17.72,8.316666667
07/04/2017,19:00:00,17.55,20.50,21.88,23.94,8.39,22.24,18.37,16.40,9.116666667
07/04/2017,20:00:00,23.58,25.15,21.53,25.85,9.64,23.24,22.93,19.46,13.9
07/04/2017,21:00:00,24.98,30.13,25.23,31.60,12.63,27.41,27.60,21.78,15.76666667
07/04/2017,22:00:00,23.33,29.73,28.68,22.82,16.13,28.58,32.57,25.12,17.63333333
07/04/2017,23:00:00,24.13,34.30,32.06,18.88,18.09,29.33,31.47,27.18,19.75
07/04/2017,24:00:00,23.15,35.75,31.66,15.92,18.84,31.14,32.07,30.22,21.01666667
08/04/2017,01:00:00,24.35,33.65,30.54,11.10,20.88,32.81,32.17,27.42,21.48333333
08/04/2017,02:00:00,28.78,32.25,30.77,10.90,22.05,30.71,29.23,29.16,20.56666667
08/04/2017,03:00:00,25.88,32.20,31.27,10.42,25.79,26.63,24.73,29.56,20.4
08/04/2017,04:00:00,25.08,26.43,30.92,8.91,25.60,28.08,23.80,28.44,21.76666667
08/04/2017,05:00:00,27.48,26.25,31.47,9.81,24.76,24.96,22.10,29.74,22.2
08/04/2017,06:00:00,27.88,25.48,33.17,9.55,26.51,23.72,21.60,30.78,23.28333333
08/04/2017,07:00:00,30.50,26.35,33.81,9.54,27.24,22.56,22.73,33.86,26.73333333
08/04/2017,08:00:00,35.98,27.58,40.56,9.45,32.03,24.96,21.57,35.68,32.1
08/04/2017,09:00:00,38.33,32.35,41.76,11.17,32.48,29.58,24.60,39.48,37.66666667
08/04/2017,10:00:00,39.68,39.55,35.38,13.13,28.94,27.40,24.63,39.30,37.58333333
08/04/2017,11:00:00,37.15,37.15,28.99,13.94,28.73,25.23,24.73,33.48,35.6
08/04/2017,12:00:00,32.45,34.93,23.23,17.64,25.69,24.94,25.77,23.84,34.98333333
08/04/2017,13:00:00,31.43,34.93,17.86,20.08,23.03,24.82,20.67,21.20,31.61666667
08/04/2017,14:00:00,30.50,34.38,15.71,20.95,22.08,24.81,22.47,19.88,32.9
08/04/2017,15:00:00,25.03,33.90,16.35,21.90,20.93,25.76,24.77,16.26,33.48
08/04/2017,16:00:00,24.38,32.63,16.51,25.70,19.60,26.59,24.10,14.04,32.13333333
08/04/2017,17:00:00,21.35,31.70,17.83,28.32,20.34,26.81,26.53,13.22,27.61666667
08/04/2017,18:00:00,20.00,30.30,20.95,33.57,20.54,29.33,26.67,14.50,29.25
08/04/2017,19:00:00,21.60,30.40,26.40,42.34,21.68,29.88,28.50,15.94,31.98333333
08/04/2017,20:00:00,26.83,35.50,30.94,45.93,26.40,31.64,30.40,24.20,37.76666667
08/04/2017,21:00:00,27.83,39.50,35.22,50.85,29.69,34.97,35.23,28.46,41.86666667
08/04/2017,22:00:00,27.63,42.80,40.04,49.83,29.53,36.90,38.50,30.12,38.85
08/04/2017,23:00:00,25.30,40.90,40.20,42.57,31.33,40.63,36.70,27.42,41.85
08/04/2017,24:00:00,26.45,45.10,40.36,45.77,30.18,42.65,35.97,29.92,44.16666667
09/04/2017,01:00:00,26.43,46.88,43.17,40.31,27.56,43.51,39.10,26.66,43.3
09/04/2017,02:00:00,27.10,48.58,47.47,35.82,25.81,42.74,38.63,26.60,41.55
09/04/2017,03:00:00,25.65,48.23,49.13,37.38,25.91,44.09,38.37,26.30,38.81666667
09/04/2017,04:00:00,27.15,49.83,47.44,31.74,26.59,41.54,40.17,25.48,38.73333333
09/04/2017,05:00:00,28.55,50.68,46.24,33.68,26.69,43.60,41.83,28.20,39.15
09/04/2017,06:00:00,28.33,51.00,47.82,36.84,27.35,42.51,43.57,29.80,36.5
09/04/2017,07:00:00,30.78,50.35,50.04,35.63,28.31,40.76,42.97,32.42,38.35
09/04/2017,08:00:00,33.70,48.28,46.33,33.19,30.36,40.66,42.93,37.78,38.16666667
09/04/2017,09:00:00,34.58,43.48,40.39,26.53,29.01,38.23,37.13,40.60,35.33333333
09/04/2017,10:00:00,36.18,41.23,33.35,23.16,30.26,36.30,30.63,36.46,33.68333333
09/04/2017,11:00:00,32.23,39.30,22.51,20.54,30.20,31.53,28.33,32.54,29.31666667
09/04/2017,12:00:00,30.10,34.30,16.42,21.17,26.40,25.77,25.23,29.28,26.96666667
09/04/2017,13:00:00,24.28,27.15,12.56,25.07,29.23,22.78,22.43,22.94,22.25
09/04/2017,14:00:00,18.85,20.15,10.55,21.66,36.98,19.35,25.07,16.50,21.03333333
09/04/2017,15:00:00,17.00,21.03,8.93,24.08,38.06,15.03,23.60,17.40,22.38
09/04/2017,16:00:00,18.10,22.90,8.09,27.57,30.28,13.47,20.80,13.26,28.56
09/04/2017,17:00:00,25.33,23.20,9.81,22.57,22.80,13.78,18.27,17.38,28.74
09/04/2017,18:00:00,28.80,20.60,11.69,18.06,21.29,17.67,14.27,16.10,21.78333333
09/04/2017,19:00:00,23.75,19.93,11.55,19.00,19.70,20.28,11.87,20.58,20.4
09/04/2017,20:00:00,20.55,15.40,16.74,15.53,14.28,20.94,13.03,15.74,20.4
09/04/2017,21:00:00,17.93,19.70,23.28,9.05,11.58,20.05,12.33,14.94,17.8
09/04/2017,22:00:00,17.00,26.33,23.66,4.63,4.33,21.56,12.80,14.92,13.06666667
09/04/2017,23:00:00,12.23,24.53,19.84,1.86,2.14,21.02,12.50,12.48,7.525
09/04/2017,24:00:00,7.48,20.48,15.60,0.36,2.13,19.02,11.77,10.86,3.34
10/04/2017,01:00:00,3.60,18.63,14.31,1.47,2.77,17.10,11.60,8.84,1.68
10/04/2017,02:00:00,1.68,17.70,15.34,1.28,2.74,17.15,11.30,3.72,2.583333333
10/04/2017,03:00:00,2.60,16.20,13.57,3.29,2.29,16.02,10.00,4.02,2.05
10/04/2017,04:00:00,2.48,12.13,16.17,1.47,3.59,14.90,10.33,3.50,0.85
10/04/2017,05:00:00,3.68,10.40,12.10,2.09,3.70,12.90,7.97,4.20,1
10/04/2017,06:00:00,3.43,6.58,6.94,1.03,4.11,10.23,7.60,3.90,3.383333333
10/04/2017,07:00:00,3.38,3.65,3.83,1.50,3.46,10.47,5.13,5.60,3.233333333
10/04/2017,08:00:00,3.63,5.03,4.37,2.90,4.06,8.31,4.10,7.06,4.783333333
10/04/2017,09:00:00,5.30,5.55,4.86,2.94,4.59,5.06,3.43,7.34,3.183333333
10/04/2017,10:00:00,6.03,4.13,4.83,3.11,3.55,5.42,4.00,4.06,1.866666667
10/04/2017,11:00:00,6.68,5.18,5.60,1.67,5.65,3.46,3.00,5.42,3.366666667
10/04/2017,12:00:00,6.60,7.18,7.32,1.36,6.21,4.59,4.90,4.90,3.35
10/04/2017,13:00:00,7.43,8.93,6.13,3.48,5.20,4.63,6.67,7.28,3.8
10/04/2017,14:00:00,6.08,8.15,7.02,3.92,5.43,4.67,7.83,9.35,3.483333333
10/04/2017,15:00:00,6.70,7.78,7.36,2.73,4.58,7.21,3.20,9.20,5.52
10/04/2017,16:00:00,6.67,8.23,7.77,3.18,5.28,6.90,6.10,9.53,5.766666667
10/04/2017,17:00:00,6.20,9.70,7.80,3.46,4.61,5.97,5.70,7.58,3.7
10/04/2017,18:00:00,6.15,7.25,7.44,4.23,4.59,7.17,6.57,8.30,3.8
10/04/2017,19:00:00,6.95,8.78,6.82,3.21,4.01,7.26,6.93,6.73,4.683333333
10/04/2017,20:00:00,8.93,8.20,8.15,5.42,4.18,8.24,8.33,8.10,3.233333333
10/04/2017,21:00:00,8.73,9.40,8.38,3.37,4.21,9.60,6.70,6.50,3.133333333
10/04/2017,22:00:00,6.05,10.10,8.83,2.78,5.30,8.82,5.97,6.63,3.566666667
10/04/2017,23:00:00,4.78,8.03,9.23,5.03,4.29,8.18,7.03,4.88,2.783333333
10/04/2017,24:00:00,4.70,8.75,9.08,7.29,2.96,7.07,4.20,4.30,3.716666667
11/04/2017,01:00:00,6.48,10.38,8.79,5.03,2.73,8.81,2.53,5.85,3.466666667
11/04/2017,02:00:00,4.48,10.38,6.85,2.48,3.43,8.27,3.17,4.20,2.633333333
11/04/2017,03:00:00,4.60,10.68,6.58,2.13,3.14,7.05,4.73,4.98,2.816666667
11/04/2017,04:00:00,4.70,11.48,5.66,2.08,2.41,7.25,5.13,4.38,2.416666667
11/04/2017,05:00:00,4.35,9.33,5.56,3.27,3.88,7.33,4.57,5.38,2.416666667
11/04/2017,06:00:00,4.75,8.95,5.83,3.10,5.56,6.36,7.37,5.53,3.4
11/04/2017,07:00:00,5.65,9.83,6.70,2.24,4.69,6.47,10.23,4.73,5.28
11/04/2017,08:00:00,7.00,9.20,6.60,5.06,6.58,5.24,11.30,5.08,4.55
11/04/2017,09:00:00,8.28,8.98,6.94,3.94,5.10,5.87,8.90,4.13,3.266666667
11/04/2017,10:00:00,9.88,7.85,5.97,5.23,5.31,6.98,8.87,6.63,4.716666667
11/04/2017,11:00:00,6.53,9.30,4.58,5.92,5.19,6.35,6.10,7.36,6.283333333
11/04/2017,12:00:00,7.40,8.00,6.76,6.63,5.66,8.38,6.13,7.66,5.483333333
11/04/2017,13:00:00,7.58,10.50,7.98,6.03,5.69,7.92,7.07,7.94,5.516666667
11/04/2017,14:00:00,9.08,7.50,8.09,6.39,6.76,7.16,6.47,6.00,5.683333333
11/04/2017,15:00:00,8.78,10.70,8.85,6.52,7.83,10.17,6.47,8.20,5.133333333
11/04/2017,16:00:00,9.63,10.17,9.41,5.37,8.14,8.26,5.87,9.32,6.2
11/04/2017,17:00:00,7.75,9.83,10.57,5.37,7.84,9.70,7.23,5.92,6.183333333
11/04/2017,18:00:00,8.63,9.50,11.21,5.35,5.54,10.17,6.43,5.06,6.683333333
11/04/2017,19:00:00,8.35,10.50,13.48,6.29,6.16,9.87,6.80,6.02,7.55
11/04/2017,20:00:00,7.95,12.73,13.10,5.56,5.91,9.82,8.67,4.52,7.266666667
11/04/2017,21:00:00,6.53,14.40,10.66,8.10,5.93,8.77,9.80,5.60,7.133333333
11/04/2017,22:00:00,7.00,15.20,8.48,10.41,6.51,8.06,8.33,5.04,6.3
11/04/2017,23:00:00,6.73,10.47,8.78,8.08,6.05,7.36,7.70,5.48,6.083333333
11/04/2017,24:00:00,7.13,7.00,7.55,7.61,5.85,6.89,8.50,5.64,6.266666667
12/04/2017,01:00:00,6.75,6.47,7.37,5.34,5.05,6.75,8.33,5.00,5.966666667
12/04/2017,02:00:00,7.40,6.10,7.02,5.23,4.76,7.51,6.77,5.94,6.066666667
12/04/2017,03:00:00,6.55,7.53,7.82,4.77,4.35,7.24,7.23,5.26,5.716666667
12/04/2017,04:00:00,7.15,8.43,9.78,4.88,3.39,8.52,7.70,6.16,5.3
12/04/2017,05:00:00,6.23,10.60,10.29,2.27,4.53,8.60,5.63,7.96,4.766666667
12/04/2017,06:00:00,4.23,9.93,12.86,3.22,4.53,8.86,4.97,11.22,3.95
12/04/2017,07:00:00,4.85,12.30,12.59,4.01,4.09,8.56,5.70,9.70,4.666666667
12/04/2017,08:00:00,5.93,11.47,11.68,2.70,4.79,9.31,4.50,7.12,6.166666667
12/04/2017,09:00:00,4.65,10.77,9.98,2.31,3.73,6.99,6.17,6.34,4.083333333
12/04/2017,10:00:00,5.68,9.70,9.41,3.20,3.78,7.33,6.33,5.16,4.25
12/04/2017,11:00:00,4.53,8.50,11.10,1.25,5.36,10.19,5.20,4.54,2.9
12/04/2017,12:00:00,7.25,7.00,10.95,0.82,6.11,9.42,4.73,7.28,4.116666667
12/04/2017,13:00:00,7.03,9.03,10.37,2.19,5.28,9.20,5.00,8.28,3.016666667
12/04/2017,14:00:00,4.73,7.30,10.56,2.36,5.13,10.67,4.37,5.84,2.12
12/04/2017,15:00:00,4.53,9.50,10.53,2.13,4.90,9.78,5.17,5.44,2.133333333
12/04/2017,16:00:00,4.58,8.60,8.55,2.45,5.68,7.42,7.87,5.30,3.366666667
12/04/2017,17:00:00,5.43,5.80,8.12,2.86,4.61,8.85,5.40,5.54,3.2
12/04/2017,18:00:00,4.55,4.50,7.31,1.90,4.65,8.06,15.53,6.88,3.016666667
12/04/2017,19:00:00,5.28,5.80,5.64,1.07,5.61,6.76,7.50,8.58,2.35
12/04/2017,20:00:00,6.63,4.77,4.39,3.82,5.54,6.08,6.97,9.18,3
12/04/2017,21:00:00,7.45,4.10,4.56,1.61,5.40,7.14,7.30,6.62,3.166666667
12/04/2017,22:00:00,7.03,6.37,4.28,3.51,3.84,6.80,7.00,7.32,2.816666667
12/04/2017,23:00:00,4.58,6.23,4.68,4.22,4.50,6.66,7.47,7.50,2.283333333
12/04/2017,24:00:00,5.53,6.50,4.40,2.24,4.21,6.88,7.07,6.28,2.8
13/04/2017,01:00:00,6.60,6.30,4.91,4.65,3.23,7.03,7.00,6.04,2.15
13/04/2017,02:00:00,4.95,5.47,5.00,4.81,3.63,7.73,5.90,4.40,2.516666667
13/04/2017,03:00:00,5.43,6.70,4.86,5.06,2.49,7.12,5.67,3.90,2.833333333
13/04/2017,04:00:00,4.98,7.23,5.69,2.39,2.99,7.00,2.93,2.72,3.55
13/04/2017,05:00:00,3.75,5.30,5.93,3.20,5.30,7.48,5.50,4.38,3.2
13/04/2017,06:00:00,7.25,6.90,6.52,3.89,4.40,9.11,5.40,5.42,3.216666667
13/04/2017,07:00:00,7.05,6.57,6.92,4.43,5.10,8.73,5.67,7.28,4.133333333
13/04/2017,08:00:00,5.70,6.43,5.10,4.87,3.70,8.61,8.17,7.48,4.45
13/04/2017,09:00:00,5.90,6.00,5.29,2.87,3.39,7.93,7.80,7.44,3.483333333
13/04/2017,10:00:00,5.68,7.93,5.01,3.00,3.01,5.39,5.40,8.38,3.883333333
13/04/2017,11:00:00,5.60,5.27,5.64,2.71,2.85,5.35,6.90,6.64,1.76
13/04/2017,12:00:00,5.38,6.63,5.94,1.64,3.75,5.45,6.73,6.50,3.316666667
13/04/2017,13:00:00,7.95,8.30,6.19,2.87,3.61,6.33,5.70,5.98,3.4
13/04/2017,14:00:00,7.53,7.63,6.37,3.73,3.09,5.37,4.97,8.56,2.883333333
13/04/2017,15:00:00,6.45,7.13,7.05,2.41,3.05,6.64,5.57,7.96,3.26
13/04/2017,16:00:00,6.33,4.80,7.14,3.20,4.26,7.59,7.73,9.62,3.966666667
13/04/2017,17:00:00,6.48,8.50,7.28,3.35,2.29,6.14,5.83,7.12,2.933333333
13/04/2017,18:00:00,5.55,7.53,7.85,1.63,3.63,6.86,6.23,8.42,3.45
13/04/2017,19:00:00,5.60,8.93,7.08,2.30,4.03,7.10,5.10,8.58,4.25
