Date,Time,East Midlands,East of England,London,North East,North West & Merseyside,South East,South West,West Midlands,Yorkshire & Humberside
01/01/2017,01:00:00,21.80,21.73,30.89,4.60,12.36,30.60,19.00,22.37,11.326
01/01/2017,02:00:00,9.33,19.40,25.97,2.94,7.41,22.51,14.95,15.75,9.906
01/01/2017,03:00:00,9.58,20.48,21.32,3.04,5.59,22.61,12.05,13.53,10.246
01/01/2017,04:00:00,12.40,20.65,20.43,2.68,3.08,22.24,7.95,14.27,8.026
01/01/2017,05:00:00,12.50,21.90,22.69,2.24,2.49,22.19,6.63,12.62,5.126
01/01/2017,06:00:00,11.20,20.75,23.00,1.22,-0.11,19.13,4.90,14.93,5.046
01/01/2017,07:00:00,9.38,23.75,22.47,3.02,0.91,18.16,6.73,13.12,1.566
01/01/2017,08:00:00,8.25,22.65,18.95,2.79,0.30,16.11,5.55,10.05,1.406
01/01/2017,09:00:00,4.68,20.40,18.82,3.70,0.11,13.71,4.30,6.47,2.006
01/01/2017,10:00:00,2.18,20.40,16.99,2.14,0.76,12.91,4.03,4.75,2.406
01/01/2017,11:00:00,2.43,17.93,13.07,1.99,0.90,9.49,3.88,2.25,2.806
01/01/2017,12:00:00,2.20,15.28,10.74,3.77,2.14,8.96,3.08,2.05,3.066
01/01/2017,13:00:00,2.68,8.43,8.82,3.28,3.46,6.95,3.18,3.87,3.906
01/01/2017,14:00:00,3.83,8.08,9.73,2.61,2.89,6.76,3.25,3.58,6.466
01/01/2017,15:00:00,3.85,8.85,6.02,1.55,3.05,7.12,4.78,3.93,5.546
01/01/2017,16:00:00,4.68,3.73,3.34,2.11,3.61,8.00,3.40,3.87,5.926
01/01/2017,17:00:00,5.55,4.13,2.53,3.73,5.36,12.73,4.43,4.83,5.726
01/01/2017,18:00:00,4.98,3.83,2.38,4.46,5.41,7.85,4.10,6.42,5.366
01/01/2017,19:00:00,4.90,4.70,3.08,2.67,8.34,4.60,5.13,5.70,6.346
01/01/2017,20:00:00,5.55,5.43,3.18,2.71,6.74,3.32,4.23,4.88,7.286
01/01/2017,21:00:00,4.80,6.63,4.42,5.77,6.41,3.63,4.50,6.37,7.166
01/01/2017,22:00:00,6.15,5.43,5.16,6.81,6.00,5.09,4.93,7.52,4.506
01/01/2017,23:00:00,5.50,4.95,5.33,6.35,5.60,3.89,5.50,9.35,2.366
01/01/2017,24:00:00,5.33,4.10,4.95,4.34,3.69,4.64,6.53,5.97,4.986
02/01/2017,01:00:00,3.58,4.55,4.44,4.78,3.28,4.89,4.23,3.00,3.646
02/01/2017,02:00:00,3.90,3.78,4.02,1.79,3.16,5.03,5.05,4.05,4.646
02/01/2017,03:00:00,3.03,2.80,5.27,3.53,3.45,4.79,6.30,5.68,3.986
02/01/2017,04:00:00,4.33,3.35,4.78,1.82,3.51,4.72,4.75,3.52,3.066
02/01/2017,05:00:00,4.23,3.90,5.83,3.95,3.80,3.62,6.35,4.67,3.926
02/01/2017,06:00:00,2.15,4.38,4.32,3.15,3.05,6.29,5.08,2.30,3.006
02/01/2017,07:00:00,3.45,5.85,4.17,3.22,3.88,4.48,3.78,4.62,2.166
02/01/2017,08:00:00,2.38,3.75,4.90,1.95,3.38,5.32,5.93,5.68,1.646
02/01/2017,09:00:00,3.43,5.83,5.25,3.79,4.29,6.02,6.63,3.55,3.466
02/01/2017,10:00:00,4.43,6.18,6.63,4.43,5.31,5.05,8.60,6.40,3.946
02/01/2017,11:00:00,4.45,4.73,6.40,4.69,6.54,6.55,5.88,7.33,3.806
02/01/2017,12:00:00,3.88,5.65,6.01,4.87,6.29,5.36,8.70,8.30,4.446
02/01/2017,13:00:00,5.98,5.50,6.60,3.22,6.50,6.49,7.00,9.93,4.586
02/01/2017,14:00:00,6.28,7.08,7.09,2.58,5.91,6.09,7.60,10.13,5.446
02/01/2017,15:00:00,9.33,7.20,6.85,3.70,4.81,6.98,8.18,9.15,4.346
02/01/2017,16:00:00,12.53,8.50,7.22,5.21,5.84,8.23,8.58,11.15,7.046
02/01/2017,17:00:00,13.53,14.13,9.73,5.28,7.09,13.22,13.70,15.53,8.786
02/01/2017,18:00:00,13.90,13.05,11.68,4.03,9.05,18.88,18.73,18.88,10.546
02/01/2017,19:00:00,15.33,13.00,13.45,6.61,12.25,19.31,19.68,20.92,11.406
02/01/2017,20:00:00,15.38,17.08,13.42,6.52,13.98,17.65,37.30,21.38,12.606
02/01/2017,21:00:00,16.70,16.78,15.57,9.00,16.06,19.17,37.45,19.83,11.086
02/01/2017,22:00:00,15.93,15.75,17.93,6.42,19.39,16.38,27.95,18.37,9.526
02/01/2017,23:00:00,13.78,15.28,20.43,5.85,18.41,16.23,28.28,18.20,8.086
02/01/2017,24:00:00,14.05,15.10,19.25,2.45,17.90,15.10,23.28,16.46,6.266
03/01/2017,01:00:00,11.58,16.05,18.80,2.50,16.88,15.10,33.95,10.95,4.806
03/01/2017,02:00:00,12.95,13.95,17.12,2.59,11.64,12.85,30.00,12.10,6.126
03/01/2017,03:00:00,12.98,16.55,16.32,3.22,6.78,12.52,22.48,10.08,5.806
03/01/2017,04:00:00,8.65,16.30,15.43,2.50,3.68,11.53,21.80,6.27,4.646
03/01/2017,05:00:00,7.80,16.78,12.16,1.05,1.39,9.98,16.43,6.40,3.126
03/01/2017,06:00:00,5.18,15.63,13.15,0.91,2.13,9.36,14.38,5.92,5.866
03/01/2017,07:00:00,2.75,14.03,10.93,0.90,1.26,11.64,14.83,5.12,6.366
03/01/2017,08:00:00,5.38,14.15,10.07,0.27,3.15,12.53,17.45,7.05,6.026
03/01/2017,09:00:00,5.13,10.10,9.83,0.95,2.39,11.08,22.78,6.10,4.466
03/01/2017,10:00:00,5.20,9.60,12.28,0.53,2.93,10.53,22.55,8.27,4.366
03/01/2017,11:00:00,8.55,10.53,13.52,0.95,3.38,8.89,23.40,8.62,5.866
03/01/2017,12:00:00,14.40,10.05,11.54,0.40,3.24,8.01,16.85,7.15,6.306
03/01/2017,13:00:00,24.20,11.13,10.85,0.03,3.76,10.74,17.33,7.62,5.806
03/01/2017,14:00:00,27.80,11.30,10.10,1.46,3.00,8.25,11.78,8.88,5.246
03/01/2017,15:00:00,27.53,7.80,7.47,3.23,2.83,7.98,12.28,10.13,3.566
03/01/2017,16:00:00,8.60,8.75,6.17,2.35,3.51,12.67,9.60,9.75,4.186
03/01/2017,17:00:00,6.95,6.85,9.38,2.07,3.15,9.68,8.88,7.03,3.921666667
03/01/2017,18:00:00,7.10,6.95,12.31,1.92,4.46,9.85,9.10,8.00,6.305
03/01/2017,19:00:00,6.35,9.75,11.91,2.37,3.84,11.27,8.53,8.35,3.738333333
03/01/2017,20:00:00,5.90,13.55,13.92,2.91,3.79,11.61,10.28,8.15,5.905
03/01/2017,21:00:00,6.60,10.55,11.47,2.47,3.38,10.02,10.13,7.77,4.521666667
03/01/2017,22:00:00,5.70,10.15,11.73,0.86,1.81,9.33,8.75,5.85,3.171666667
03/01/2017,23:00:00,4.73,10.05,9.48,-0.05,2.26,9.67,4.58,4.82,2.238333333
03/01/2017,24:00:00,4.08,8.30,9.67,0.49,2.06,9.80,3.93,4.98,2.455
04/01/2017,01:00:00,4.75,7.45,7.04,0.77,3.15,7.26,4.20,4.12,2.538333333
04/01/2017,02:00:00,4.88,5.73,7.35,0.33,2.25,8.09,3.83,4.23,1.638333333
04/01/2017,03:00:00,3.93,6.50,7.25,1.15,3.00,7.34,3.90,4.48,2.021666667
04/01/2017,04:00:00,4.45,5.60,6.79,2.23,2.15,6.29,2.98,4.90,1.938333333
04/01/2017,05:00:00,3.23,6.65,5.16,1.93,2.40,4.93,3.38,3.13,0.988333333
04/01/2017,06:00:00,3.48,6.40,4.72,4.41,3.14,5.92,4.15,3.02,2.755
04/01/2017,07:00:00,4.55,5.70,5.47,5.42,3.03,6.31,5.15,4.77,3.405
04/01/2017,08:00:00,5.48,5.60,6.98,5.37,3.98,6.21,6.25,4.15,5.821666667
04/01/2017,09:00:00,5.93,6.45,6.33,6.70,4.19,7.04,7.43,5.37,6.205
04/01/2017,10:00:00,6.05,7.55,7.93,5.92,5.45,7.19,6.28,6.90,5.726
04/01/2017,11:00:00,7.00,7.95,7.41,4.65,6.60,6.07,6.80,6.58,6.446
04/01/2017,12:00:00,8.65,7.83,6.57,5.22,7.08,8.64,6.27,7.42,5.755
04/01/2017,13:00:00,7.28,8.58,7.82,4.43,6.51,8.22,5.83,8.83,6.855
04/01/2017,14:00:00,6.90,9.35,9.38,4.60,7.38,10.38,5.00,7.30,6.771666667
04/01/2017,15:00:00,6.75,6.28,8.97,4.23,6.91,7.72,6.70,8.70,6.905
04/01/2017,16:00:00,6.83,7.43,8.91,3.94,7.83,9.59,6.43,10.68,7.521666667
04/01/2017,17:00:00,10.43,11.45,9.35,6.66,9.76,11.80,7.10,10.33,7.738333333
04/01/2017,18:00:00,13.70,10.75,9.78,6.08,11.36,11.72,9.10,11.25,8.055
04/01/2017,19:00:00,10.08,10.30,9.96,6.27,13.69,11.77,11.20,15.92,7.721666667
04/01/2017,20:00:00,13.73,12.45,11.13,6.71,17.30,14.24,12.30,18.75,7.955
04/01/2017,21:00:00,10.00,10.90,11.15,4.76,23.26,13.65,14.15,16.32,8.121666667
04/01/2017,22:00:00,9.08,9.55,11.79,4.68,23.58,16.02,9.55,16.12,6.805
04/01/2017,23:00:00,8.35,6.90,13.15,4.42,22.43,11.38,12.70,14.30,5.855
04/01/2017,24:00:00,6.03,8.15,9.64,2.47,19.75,11.65,10.00,13.20,5.021666667
05/01/2017,01:00:00,6.38,7.33,8.71,3.11,17.38,11.13,11.10,11.87,4.505
05/01/2017,02:00:00,6.95,7.58,8.48,3.23,15.00,10.64,10.50,14.32,5.555
05/01/2017,03:00:00,6.40,7.15,8.63,3.85,16.15,10.09,7.45,13.13,3.371666667
05/01/2017,04:00:00,6.33,7.53,8.56,2.60,16.05,10.55,6.60,11.18,2.405
05/01/2017,05:00:00,4.08,7.58,8.60,2.55,17.19,10.24,9.15,12.47,6.021666667
05/01/2017,06:00:00,6.38,7.78,8.74,3.30,18.91,10.06,9.00,13.63,3.238333333
05/01/2017,07:00:00,6.83,6.78,10.11,4.54,17.15,11.10,8.40,17.52,6.255
05/01/2017,08:00:00,10.13,8.83,12.89,4.71,19.15,17.19,10.65,20.82,6.171666667
05/01/2017,09:00:00,14.40,10.83,13.81,4.79,23.73,15.23,8.15,28.28,9.571666667
05/01/2017,10:00:00,19.75,12.25,18.30,7.78,27.90,16.58,9.80,39.70,12.055
05/01/2017,11:00:00,19.70,11.93,18.08,8.03,27.68,12.98,8.90,33.42,12.27166667
05/01/2017,12:00:00,20.05,13.73,16.81,7.30,24.54,15.27,8.30,20.15,14.47166667
05/01/2017,13:00:00,15.43,14.93,16.58,7.52,22.71,16.24,7.90,20.65,13.33833333
05/01/2017,14:00:00,18.00,12.83,16.52,8.61,19.95,17.29,4.20,19.27,14.98833333
05/01/2017,15:00:00,14.80,11.70,16.97,9.66,17.19,17.71,7.60,19.63,14.255
05/01/2017,16:00:00,20.10,12.83,20.56,11.89,19.01,19.55,9.90,22.80,17.77166667
05/01/2017,17:00:00,27.95,19.20,27.97,13.08,22.24,24.27,12.70,27.45,19.18833333
05/01/2017,18:00:00,32.70,35.85,35.97,15.20,24.61,29.66,8.50,34.98,25.57166667
05/01/2017,19:00:00,36.25,38.83,35.41,14.65,25.40,30.15,12.70,39.20,29.73833333
05/01/2017,20:00:00,35.33,41.35,42.65,16.90,24.90,28.95,9.80,39.67,30.08833333
05/01/2017,21:00:00,44.50,36.18,47.27,18.52,23.41,30.93,11.10,39.85,28.83833333
05/01/2017,22:00:00,43.65,36.95,51.69,17.56,20.26,34.40,11.90,42.20,24.58833333
05/01/2017,23:00:00,46.20,35.70,53.51,17.04,18.11,32.67,11.00,38.25,24.88833333
05/01/2017,24:00:00,38.68,34.68,54.46,15.62,16.80,29.43,7.50,34.83,23.47166667
06/01/2017,01:00:00,35.35,31.35,55.34,15.62,14.86,26.57,6.00,32.23,23.63833333
06/01/2017,02:00:00,28.80,27.53,52.96,15.05,16.81,24.49,7.50,27.94,20.705
06/01/2017,03:00:00,26.58,26.50,51.67,14.39,16.85,25.09,8.20,25.77,21.33833333
06/01/2017,04:00:00,24.75,25.58,43.13,12.62,16.51,25.48,5.30,21.08,15.67166667
06/01/2017,05:00:00,21.78,25.03,34.17,11.10,15.98,24.67,5.00,18.72,17.03833333
06/01/2017,06:00:00,20.38,23.98,27.55,10.16,15.64,21.87,10.50,18.15,14.105
06/01/2017,07:00:00,19.60,19.25,26.97,10.60,15.39,20.03,10.00,16.77,15.42166667
06/01/2017,08:00:00,18.55,17.50,26.11,11.74,15.33,19.92,12.80,15.67,17.03833333
06/01/2017,09:00:00,20.45,16.25,22.76,11.93,15.98,21.21,10.00,16.18,19.366
06/01/2017,10:00:00,19.25,20.03,21.26,12.90,14.25,19.92,8.80,17.12,18.406
06/01/2017,11:00:00,16.20,25.63,18.60,13.19,12.86,18.23,8.30,17.52,19.386
06/01/2017,12:00:00,16.05,19.40,22.48,12.62,12.45,17.91,11.30,15.43,19.6075
06/01/2017,13:00:00,16.40,19.83,19.33,14.89,12.35,15.28,10.80,15.18,20.2075
06/01/2017,14:00:00,15.65,21.00,17.48,13.98,11.64,12.04,11.90,14.70,18.0825
06/01/2017,15:00:00,15.20,23.48,18.10,13.97,12.01,12.48,#DIV/0!,15.42,16.5575
06/01/2017,16:00:00,16.08,24.68,18.44,11.27,11.30,10.54,#DIV/0!,14.92,13.9575
06/01/2017,17:00:00,17.38,20.55,19.48,11.93,12.20,11.56,#DIV/0!,16.78,12.8325
06/01/2017,18:00:00,16.73,19.25,18.93,12.09,12.73,13.11,#DIV/0!,16.98,12.7075
06/01/2017,19:00:00,16.38,19.00,18.09,13.43,13.79,13.45,#DIV/0!,14.42,13.9325
06/01/2017,20:00:00,15.65,15.13,12.56,13.05,15.41,9.70,#DIV/0!,15.05,14.4825
06/01/2017,21:00:00,15.10,15.48,13.70,11.83,16.93,9.35,#DIV/0!,14.58,17.8825
06/01/2017,22:00:00,18.83,14.40,11.89,13.04,17.76,8.82,#DIV/0!,16.63,17.7325
06/01/2017,23:00:00,17.68,11.83,9.01,14.00,19.98,8.72,#DIV/0!,16.17,16.4825
06/01/2017,24:00:00,18.13,9.53,7.34,11.91,18.60,7.98,#DIV/0!,16.20,16.3325
07/01/2017,01:00:00,18.65,8.40,5.08,11.58,16.84,7.04,#DIV/0!,15.15,17.6075
07/01/2017,02:00:00,21.53,8.45,5.73,11.02,15.65,6.65,#DIV/0!,16.48,18.0325
07/01/2017,03:00:00,19.28,8.55,5.56,9.46,16.35,5.41,#DIV/0!,15.88,15.3575
07/01/2017,04:00:00,19.23,8.20,6.47,10.03,16.38,5.41,#DIV/0!,14.02,7.7075
07/01/2017,05:00:00,16.18,8.28,7.30,9.86,15.73,4.96,#DIV/0!,12.80,7.0075
07/01/2017,06:00:00,12.18,11.63,7.50,10.32,15.49,5.25,#DIV/0!,12.97,5.8325
07/01/2017,07:00:00,10.18,12.18,9.02,8.53,15.14,6.28,#DIV/0!,11.68,7.4075
07/01/2017,08:00:00,8.00,15.03,12.27,8.20,15.74,6.11,#DIV/0!,13.27,8.3075
07/01/2017,09:00:00,9.20,15.93,14.24,8.20,18.00,9.48,#DIV/0!,14.50,8.6325
07/01/2017,10:00:00,14.68,18.73,15.67,9.31,17.45,10.87,#DIV/0!,16.77,7.3825
07/01/2017,11:00:00,19.20,17.13,17.16,11.51,16.73,10.36,#DIV/0!,16.83,8.4825
07/01/2017,12:00:00,12.03,18.55,16.49,11.32,15.49,11.67,#DIV/0!,15.40,8.6575
07/01/2017,13:00:00,12.15,16.40,14.44,6.40,13.65,14.28,#DIV/0!,17.78,11.9825
07/01/2017,14:00:00,14.28,15.15,11.32,7.10,12.26,14.43,#DIV/0!,17.02,11.6325
07/01/2017,15:00:00,13.50,15.63,12.11,6.03,10.69,14.59,#DIV/0!,18.23,11.1575
07/01/2017,16:00:00,13.78,17.48,12.08,9.52,9.50,13.55,#DIV/0!,15.87,8.4575
07/01/2017,17:00:00,14.45,14.48,13.38,8.55,11.89,14.75,#DIV/0!,20.92,13.2075
07/01/2017,18:00:00,18.90,17.13,15.04,11.07,13.24,16.03,#DIV/0!,22.37,18.6325
07/01/2017,19:00:00,20.90,19.78,18.26,12.46,15.45,20.38,#DIV/0!,25.20,17.8325
07/01/2017,20:00:00,17.30,20.78,21.41,15.63,16.39,22.78,#DIV/0!,25.65,14.0575
07/01/2017,21:00:00,17.65,24.40,19.96,16.54,18.71,22.74,#DIV/0!,26.13,16.1575
07/01/2017,22:00:00,17.90,23.25,21.11,14.06,17.45,23.84,#DIV/0!,25.78,21.1075
07/01/2017,23:00:00,14.63,25.93,23.97,15.55,16.45,22.85,#DIV/0!,25.48,18.3575
07/01/2017,24:00:00,8.85,23.30,25.02,16.14,16.71,20.16,#DIV/0!,24.57,15.7575
08/01/2017,01:00:00,11.70,25.38,24.25,12.35,16.60,19.88,#DIV/0!,23.58,13.0325
08/01/2017,02:00:00,11.55,21.83,21.35,11.53,14.80,20.53,#DIV/0!,22.35,7.7825
08/01/2017,03:00:00,12.95,21.35,19.23,10.06,13.29,19.18,#DIV/0!,20.55,7.5575
08/01/2017,04:00:00,13.95,23.25,17.94,8.13,13.53,19.65,#DIV/0!,21.07,7.7825
08/01/2017,05:00:00,13.88,20.10,18.24,8.90,12.70,18.31,#DIV/0!,21.32,9.3325
08/01/2017,06:00:00,13.83,18.60,18.23,10.34,12.48,18.16,#DIV/0!,18.50,7.2325
08/01/2017,07:00:00,13.80,17.48,18.87,9.15,13.54,15.39,#DIV/0!,17.85,7.8325
08/01/2017,08:00:00,13.90,18.03,19.38,8.17,14.96,14.34,#DIV/0!,17.40,8.2575
08/01/2017,09:00:00,14.43,19.65,20.80,8.82,15.66,12.46,#DIV/0!,19.45,10.1075
08/01/2017,10:00:00,14.70,21.40,19.93,9.57,19.41,15.15,#DIV/0!,19.58,14.3325
08/01/2017,11:00:00,17.83,20.55,20.92,7.83,17.66,15.30,#DIV/0!,19.18,15.1325
08/01/2017,12:00:00,20.40,20.28,19.32,8.93,17.23,15.77,#DIV/0!,14.90,16.7075
08/01/2017,13:00:00,17.98,18.95,15.14,9.38,14.51,13.49,#DIV/0!,13.22,15.8575
08/01/2017,14:00:00,14.45,20.25,14.76,6.43,13.60,12.70,#DIV/0!,13.40,18.5075
08/01/2017,15:00:00,11.88,16.30,14.03,8.50,13.09,11.27,#DIV/0!,10.83,15.5075
08/01/2017,16:00:00,14.38,17.33,12.98,10.44,12.09,11.95,#DIV/0!,10.47,12.1575
08/01/2017,17:00:00,17.43,25.23,14.05,12.65,11.78,12.93,#DIV/0!,12.75,13.6325
08/01/2017,18:00:00,16.70,26.03,14.28,15.73,15.39,15.38,#DIV/0!,12.72,19.6075
08/01/2017,19:00:00,14.58,22.00,14.04,13.37,20.09,18.98,#DIV/0!,12.45,14.9075
08/01/2017,20:00:00,14.85,23.58,15.07,11.16,19.35,22.26,#DIV/0!,14.65,15.7825
08/01/2017,21:00:00,14.63,20.55,15.53,11.07,18.53,16.45,#DIV/0!,14.97,18.3325
08/01/2017,22:00:00,17.25,21.98,17.88,8.56,17.59,17.11,#DIV/0!,17.07,15.9075
08/01/2017,23:00:00,16.68,19.58,17.40,6.77,14.63,14.75,#DIV/0!,14.72,15.0825
08/01/2017,24:00:00,16.65,20.95,19.82,4.92,11.46,15.20,#DIV/0!,14.70,13.5575
09/01/2017,01:00:00,14.43,19.35,17.55,5.69,8.30,13.92,#DIV/0!,15.58,10.4325
09/01/2017,02:00:00,12.20,22.70,15.19,8.95,6.40,13.91,#DIV/0!,12.70,9.7325
09/01/2017,03:00:00,11.05,19.65,14.38,10.60,5.39,16.14,#DIV/0!,11.65,10.8575
09/01/2017,04:00:00,9.50,19.75,15.32,6.40,5.33,14.49,#DIV/0!,10.02,7.4325
09/01/2017,05:00:00,8.63,17.23,16.03,6.14,3.93,12.98,#DIV/0!,8.92,6.4075
09/01/2017,06:00:00,9.65,16.18,13.03,5.30,4.04,13.65,#DIV/0!,4.73,7.21
09/01/2017,07:00:00,7.80,14.50,10.97,4.37,4.58,13.53,#DIV/0!,3.67,5.7825
09/01/2017,08:00:00,7.43,13.98,10.20,4.47,5.39,11.59,#DIV/0!,5.50,8.2825
09/01/2017,09:00:00,5.83,11.28,9.51,3.29,4.83,8.16,#DIV/0!,6.55,10.3825
09/01/2017,10:00:00,6.40,10.95,10.40,4.09,4.56,8.29,#DIV/0!,6.75,6.7075
09/01/2017,11:00:00,6.70,9.30,8.95,2.55,5.89,8.59,#DIV/0!,6.98,5.5825
09/01/2017,12:00:00,7.03,6.27,8.84,4.27,3.91,7.67,#DIV/0!,7.33,4.543333333
09/01/2017,13:00:00,8.18,5.87,10.38,2.76,4.89,7.17,6.20,6.18,4.4825
09/01/2017,14:00:00,5.30,8.18,9.26,3.75,6.89,8.76,2.60,6.90,8.3325
09/01/2017,15:00:00,4.48,6.88,9.88,2.81,7.49,6.98,5.50,6.33,5.3325
09/01/2017,16:00:00,5.90,7.78,8.50,4.06,6.05,6.97,5.70,6.18,6.8075
09/01/2017,17:00:00,7.75,6.43,6.96,4.18,5.51,6.80,8.30,8.70,4.9825
09/01/2017,18:00:00,8.68,5.73,8.10,5.21,5.90,5.17,8.90,7.50,5.3825
09/01/2017,19:00:00,7.55,6.35,6.32,5.22,7.36,7.87,6.70,8.15,7.1575
09/01/2017,20:00:00,8.43,5.83,6.26,5.20,5.40,8.08,6.60,7.28,6.1575
09/01/2017,21:00:00,7.68,6.38,7.45,4.32,5.65,6.40,5.20,7.58,4.7825
09/01/2017,22:00:00,5.90,6.50,8.36,5.43,4.71,7.14,4.00,6.98,5.4075
09/01/2017,23:00:00,5.55,7.15,8.99,5.15,6.03,6.87,1.80,4.42,5.6575
09/01/2017,24:00:00,3.33,7.15,7.32,4.15,5.83,6.33,0.40,3.10,5.1325
10/01/2017,01:00:00,4.43,6.68,7.15,4.80,7.37,7.90,4.90,4.12,4.5325
10/01/2017,02:00:00,5.30,6.20,6.58,3.11,5.75,4.93,5.60,5.02,3.8575
10/01/2017,03:00:00,4.28,5.70,4.66,2.39,6.33,5.71,6.70,4.05,5.7075
10/01/2017,04:00:00,4.98,4.93,5.27,3.77,6.23,5.03,4.00,3.48,3.9825
10/01/2017,05:00:00,4.28,4.85,5.18,3.47,6.69,4.25,3.60,4.58,1.9825
10/01/2017,06:00:00,4.28,4.65,5.96,3.16,4.94,4.69,7.70,5.25,3.8575
10/01/2017,07:00:00,5.80,5.43,6.38,4.95,3.44,5.88,7.00,5.43,2.6575
10/01/2017,08:00:00,4.80,6.38,7.13,1.84,4.05,6.51,9.40,4.25,3.6825
10/01/2017,09:00:00,5.48,8.25,8.28,4.34,4.59,6.31,7.80,5.13,4.5825
10/01/2017,10:00:00,5.18,7.83,9.96,3.05,5.24,7.28,6.20,8.02,4.7575
10/01/2017,11:00:00,6.23,9.18,9.67,4.18,8.71,8.61,1.50,9.83,3.5575
10/01/2017,12:00:00,7.43,9.60,6.99,2.79,9.53,10.28,3.50,12.90,6.9575
10/01/2017,13:00:00,9.93,8.43,9.23,5.00,9.80,6.98,4.60,11.02,6.986
10/01/2017,14:00:00,9.65,6.78,9.20,9.25,8.61,9.97,3.80,10.28,11.646
10/01/2017,15:00:00,11.18,9.23,10.59,6.39,4.61,9.55,3.55,10.27,9.346
10/01/2017,16:00:00,9.50,10.65,12.21,6.79,4.97,10.92,8.25,11.77,9.2325
10/01/2017,17:00:00,9.00,10.60,14.36,3.74,5.31,14.16,10.30,9.45,7.4575
10/01/2017,18:00:00,10.53,11.65,14.61,6.93,5.00,13.06,8.35,8.98,6.3075
10/01/2017,19:00:00,9.38,12.83,14.70,9.75,7.86,11.72,10.75,8.50,7.6575
10/01/2017,20:00:00,8.73,13.60,14.36,10.02,9.26,11.30,14.40,10.05,10.1325
10/01/2017,21:00:00,8.30,12.13,15.41,13.90,12.50,12.52,12.50,10.37,14.3825
10/01/2017,22:00:00,10.28,11.93,16.80,12.79,13.58,9.60,14.05,9.70,12.7325
10/01/2017,23:00:00,10.40,13.53,16.51,11.20,13.81,10.55,12.35,11.28,15.5575
10/01/2017,24:00:00,11.68,9.48,17.44,13.90,12.59,10.56,7.90,9.33,12.7575
11/01/2017,01:00:00,10.98,10.73,13.34,10.90,7.77,10.88,8.30,8.88,14.7825
11/01/2017,02:00:00,10.83,10.25,10.79,7.76,5.79,10.54,7.20,7.40,10.8075
11/01/2017,03:00:00,8.83,9.58,11.72,1.30,4.40,10.26,5.45,7.73,6.5075
11/01/2017,04:00:00,6.33,10.30,11.38,4.77,2.91,9.85,6.45,6.77,7.243333333
11/01/2017,05:00:00,2.70,8.18,9.97,8.46,4.77,9.91,7.25,5.52,5.8575
11/01/2017,06:00:00,6.35,7.65,10.43,7.67,8.83,9.01,7.85,4.18,5.6575
11/01/2017,07:00:00,8.10,8.08,8.99,4.63,9.27,6.43,6.65,4.83,9.633333333
11/01/2017,08:00:00,8.65,6.43,7.92,4.89,8.11,6.71,15.30,7.72,6.25
11/01/2017,09:00:00,5.48,9.50,8.07,3.67,6.00,4.97,26.10,8.83,9
11/01/2017,10:00:00,6.30,7.83,7.46,4.75,9.06,4.69,18.50,6.57,7
11/01/2017,11:00:00,7.85,5.88,8.31,4.49,10.26,7.80,21.60,9.37,3.6
11/01/2017,12:00:00,7.35,6.48,8.36,5.19,8.18,9.69,17.10,7.93,3.45
11/01/2017,13:00:00,8.98,9.38,8.20,6.80,9.15,10.12,26.40,7.72,7.3
11/01/2017,14:00:00,8.75,8.43,7.43,6.04,8.93,9.53,17.90,7.78,8.5
11/01/2017,15:00:00,7.88,5.83,7.82,5.44,8.73,10.63,17.20,9.65,7.75
11/01/2017,16:00:00,9.43,6.60,8.43,5.61,7.75,9.54,17.70,9.42,7.45
11/01/2017,17:00:00,10.93,7.80,9.95,5.03,7.78,12.08,17.60,8.90,5.3
11/01/2017,18:00:00,7.95,9.20,8.36,5.69,6.92,11.54,14.70,6.58,10.15
11/01/2017,19:00:00,5.35,9.35,11.95,6.45,6.70,11.17,13.70,6.58,4.85
11/01/2017,20:00:00,7.05,9.50,11.84,4.50,6.67,10.58,12.75,7.67,4
11/01/2017,21:00:00,8.28,9.88,10.60,4.03,6.13,9.77,13.65,6.82,6.1
11/01/2017,22:00:00,7.78,8.18,10.18,2.52,6.67,9.31,11.40,6.02,2.85
11/01/2017,23:00:00,7.60,7.30,8.89,3.08,6.73,9.58,9.00,4.75,10.45
11/01/2017,24:00:00,6.73,7.05,8.30,3.74,6.33,9.57,11.75,4.63,7.5
12/01/2017,01:00:00,3.50,7.93,8.78,3.94,6.88,7.43,10.95,4.98,4
12/01/2017,02:00:00,5.03,7.00,6.69,2.54,6.62,7.15,7.60,5.10,3.1
12/01/2017,03:00:00,5.78,7.70,6.02,4.11,4.88,6.40,7.55,5.77,7.1
12/01/2017,04:00:00,5.93,5.65,5.51,3.85,5.02,7.12,6.10,3.72,1.7
12/01/2017,05:00:00,4.35,6.23,6.63,2.93,3.80,6.40,3.15,4.37,3.45
12/01/2017,06:00:00,3.43,6.30,6.98,2.48,3.82,7.45,4.35,5.08,3.45
12/01/2017,07:00:00,4.23,6.48,8.06,3.36,4.37,7.45,3.25,4.28,4.25
12/01/2017,08:00:00,5.05,7.70,8.85,1.94,2.97,6.55,6.40,5.32,5.3
12/01/2017,09:00:00,5.93,8.45,9.85,3.87,5.42,7.09,8.20,7.77,4.4
12/01/2017,10:00:00,6.00,8.73,10.41,4.98,2.78,7.46,7.40,7.53,5.7
